nota_fiscal;estabelecimento;pn_fornecedor;descricao_fornecedor;data_fiscal;item;numero_processo;Contrato;status_do_contrato;vencimento;depto_de_compras;quantidade_unidade_estoque;preco_total_linha;cond.pagamento;departamento;família;gestão;curva
63409;VIES;070090222;DJ LOCAÇÃO DE EQUIP DE TI LTDA.;18/11/2025;DCSR99999902;OC0055589;CS0000994;Ativo;30/12/2026;VIESAD;6542,6;6542,6;30 DIAS;TI;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;ADMINISTRATIVO;
15822;VIESADM;090005223;SODIPROM;18/11/2025;DCSR00270101;OC0055619;CS0000968;Ativo;31/03/2050;DDAADM;5202,24;5202,24;30 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
789456;333;090010398;WHIRLPOOL S.A;18/11/2025;DCSR00030403;OC0055627;CS0000715;Ativo;31/03/2050;333FAB;1;87,32;30 DIAS;REPOSIÇÃO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
2240;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;18/11/2025;DCN999999996;OC0055435;CS0001113;Ativo;25/09/2027;SRSADM;1533;1532,6;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
2188;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;18/11/2025;DCN999999996;OC0055435;CS0001113;Ativo;25/09/2027;SRSADM;2618;2618,17;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
2145;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;18/11/2025;DCN999999996;OC0055435;CS0001113;Ativo;25/09/2027;SRSADM;1631;1630,62;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
795;SRS;070091668;FRAGA SISTEMAS DE GESTAO LTDA;18/11/2025;DCSR00010710;OC0054888;CS0001068;Concluído;11/09/2026;VIESFB;1;2281,04;28 DIAS;QSMA;SISTEMA CSR SYSTEM MONTADORAS;INDUSTRIAL SRS;C
795;SRS;070091668;FRAGA SISTEMAS DE GESTAO LTDA;18/11/2025;DCSR00010710;OC0054888;CS0001068;Concluído;11/09/2026;VIESFB;1;2480;28 DIAS;QSMA;SISTEMA CSR SYSTEM MONTADORAS;INDUSTRIAL SRS;C
1273;VIES;090008323;EROMOLD IND.COM.PLASTICOS LTDA;18/11/2025;DCSR00140507;OC0055633;CS0000842;Ativo;04/04/2027;VIESFB;1;873,74;45 DIAS;MANUFATURA VIES;MANUTENÇÃO FERRAMENTAIS;INDUSTRIAL VIES;C
270;SRS;070001690;VG EMPILHADEIRAS MANUTENCAO MULTIMA;18/11/2025;DCSR99999901;OC0055661;CS0000870;Ativo;31/03/2050;SRSFAB;3900;3900;30 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL SRS;B
785248;VIES;090010398;WHIRLPOOL S.A;18/11/2025;DCSR00030403;OC0055626;CS0000776;Ativo;30/05/2026;VIESFB;1;785,88;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
172;VIES;070091194;MANOEL SEVERO DA SILVA;18/11/2025;DCSR00070203;OC0055632;CS0001035;Ativo;30/12/2026;VIESFB;1;5200;30 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;C
845165;SRS;070001565;ADP BRASIL LTDA;18/11/2025;DCSR00010303;OC0055621;CS0000799;Ativo;31/05/2028;SRSADM;36104,26;36104,26;30 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
31463;VIES;090003326;TECMES TEC.M.SERV.INF.S/C LTDA;18/11/2025;DCSR00010507;OC0049156;CS0000820;Ativo;30/08/2026;VIESFB;10734,03;10734,03;30 DIAS;ENGENHARIA PRODUTO;SOTWARE-CATIA;ENGENHARIA  PRODUTO;B
5052;VIES;070002812;FREIRE ADVOGADOS E ASSOCIADOS;18/11/2025;DCSR00171402;OC0055512;CS0000949;Ativo;31/03/2050;VIESAD;6885,9;6885,9;30 DIAS;JURIDICO;SERVIÇOS JURIDICOS;ADMINISTRATIVO;C
164801;VIES;090002225;TELEFONICA BRASIL S.A;18/11/2025;DCN999999996;OC0055434;CS0000937;Ativo;27/03/2027;VIESAD;4488;4487,79;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
15823;VIES;090005223;SODIPROM;18/11/2025;DCSR00270101;OC0055620;CS0000940;Ativo;31/08/2026;VIESAD;20843,41;20843,41;30 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS JOVEM APRENDIZ;ADMINISTRATIVO;C
13191;OUROS;070091707;UNIMED SUL MINEIRA;17/11/2025;DCSR00042202;OC0055323;CS0001075;Ativo;17/09/2026;COADM;1;7042,09;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
11326;OUROS;070091707;UNIMED SUL MINEIRA;17/11/2025;DCSR00042202;OC0055324;CS0001075;Ativo;17/09/2026;COADM;1;63966;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
48659;SRS;070076124;EQUINIX DO B. S. TEC.INF. LTDA;17/11/2025;DCSR00010310;OC0055424;CS0000982;Ativo;31/08/2026;SRSADM;1;1288,86;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
29932;SRS;070091137;KPMG ASSESSORES LTDA;17/11/2025;DCSR00171901;OC0053380;CS0001111;Ativo;30/05/2027;SRSADM;1;40349,85;30 DIAS;CONTROLADORIA;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
13192;SRS;070091707;UNIMED SUL MINEIRA;17/11/2025;DCSR00042202;OC0055329;CS0001074;Ativo;16/09/2026;SRSADM;1;31740,42;15 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
2025214;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;17/11/2025;DCSR00141302;OC0055122;CS0000885;Ativo;15/10/2026;COFAB;1;21660;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
11327;SRS;070091707;UNIMED SUL MINEIRA;17/11/2025;DCSR00042202;OC0055326;CS0001074;Ativo;16/09/2026;SRSADM;1;220294,83;15 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
27129;VIES;070091672;ADVANCED INFORMATICA LTDA;17/11/2025;DCSR00010516;OC0055587;CS0001067;Concluído;15/10/2025;VIESAD;1260;1260;21 DIAS;TI;Licença Teams cha /Teams Phone;ADMINISTRATIVO;
16;VIES;070092290;ICATU SEGUROS S/A;17/11/2025;DCSR99999904;OC0055461;CS0001114;Ativo;30/09/2027;VIESAD;58433,81;58433,81;30 DIAS;RECURSOS HUMANOS;1500-SEGURO DE VIDA;ADMINISTRATIVO;
2025215;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;17/11/2025;DCSR00141305;OC0055147;CS0000868;Ativo;15/10/2026;COFAB;9807,45;9807,45;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
600109;VIES;090010097;CAMARA COM. ENERGIA ELET. CCEE;14/11/2025;DCN999990030;OC0055536;CS0000952;Ativo;31/03/2050;VIESPD;1;66,22;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
2746;VIES;070001461;RS SERVICOS E PROJETOS DE ENGENHARI;14/11/2025;DCSR00070109;OC0055456;CS0001091;Ativo;30/08/2026;VIESFB;1;-18000;30 DIAS;ENGENHARIA PRODUTO;TERCEIROS ;ENGENHARIA  PRODUTO;C
344737;VIES;090004493;AIR PRODUCTS BRASIL LTDA;14/11/2025;DCSR99999901;OC0055351;CS0000828;Ativo;31/03/2050;VIESFB;1;1225,32;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
7291;VIES;070091935;ATT CORREIA LTDA;14/11/2025;DCSR00070916;OC0054895;CS0001089;Concluído;30/03/2027;VIESFB;1;380;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
62255;VIES;070076289;SERVICO SOCIAL DA INDUST. SESI;14/11/2025;DCSR00060401;OC0055498;CS0000939;Ativo;31/03/2050;VIESAD;876;876;15 DIAS;RECURSOS HUMANOS;OUTRAS DESPESAS COM PESSOAL;ADMINISTRATIVO;C
2746;VIES;070001461;RS SERVICOS E PROJETOS DE ENGENHARI;14/11/2025;DCSR00070109;OC0055456;CS0001091;Ativo;30/08/2026;VIESFB;1;18000;30 DIAS;ENGENHARIA PRODUTO;TERCEIROS ;ENGENHARIA  PRODUTO;C
7291;VIES;070091935;ATT CORREIA LTDA;14/11/2025;DCSR00070916;OC0054895;CS0001089;Concluído;30/03/2027;VIESFB;1;380;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
26890;VIES;070091672;ADVANCED INFORMATICA LTDA;14/11/2025;DCSR00010608;OC0055586;CS0001067;Concluído;15/10/2025;VIESAD;653,08;653,08;21 DIAS;TI;Licença Teams cha /Teams Phone;ADMINISTRATIVO;
4948;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;14/11/2025;DCN271110002;OC0055477;CS0000877;Ativo;22/02/2026;COFAB;2;373,08;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
9201;SRS;070076083;VENETUR TURISMO LTDA;14/11/2025;DCSR00160102;OC0055414;CS0000773;Ativo;25/08/2026;SRSADM;1;27600;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
602403;OUROS;090010097;CAMARA COM. ENERGIA ELET. CCEE;14/11/2025;DCN999990030;OC0055537;CS0000876;Ativo;31/03/2050;COFAB;51;50,51;30 DIAS;MANUFATURA CO;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
9202;SRS;070076083;VENETUR TURISMO LTDA;14/11/2025;DCSR00160102;OC0055414;CS0000773;Ativo;25/08/2026;SRSADM;1;16935,36;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
9203;SRS;070076083;VENETUR TURISMO LTDA;14/11/2025;DCSR00160102;OC0055414;CS0000773;Ativo;25/08/2026;SRSADM;1;8837,98;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
9206;SRS;070076083;VENETUR TURISMO LTDA;14/11/2025;DCSR00160102;OC0055414;CS0000773;Ativo;25/08/2026;SRSADM;1;24074,7;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
9205;SRS;070076083;VENETUR TURISMO LTDA;14/11/2025;DCSR00160102;OC0055414;CS0000773;Ativo;25/08/2026;SRSADM;1;55955,1;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
42;SRS;070076083;VENETUR TURISMO LTDA;14/11/2025;DCSR00160101;OC0055414;CS0000773;Ativo;25/08/2026;SRSADM;1;46303,33;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
21524;OUROS;070000629;EXCEL SERV. EM METROLOGIA LTDA;14/11/2025;DCSR00170901;OC0054853;CS0000719;Ativo;31/03/2050;COFAB;10811,9;10811,9;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
597091;SRS;090010097;CAMARA COM. ENERGIA ELET. CCEE;14/11/2025;DCN999990030;OC0055535;CS0000874;Ativo;31/03/2050;SRSFAB;65;65,32;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
9204;SRS;070076083;VENETUR TURISMO LTDA;14/11/2025;DCSR00160102;OC0055414;CS0000773;Ativo;25/08/2026;SRSADM;1;19405,82;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
79019;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;13/11/2025;DCN210690901;OC0055276;CS0001093;Ativo;01/07/2026;VIESAD;2103;32785,77;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79019;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;13/11/2025;DCN200980001;OC0055276;CS0001093;Ativo;01/07/2026;VIESAD;2103;2103;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79019;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;13/11/2025;DCN190520903;OC0055276;CS0001093;Ativo;01/07/2026;VIESAD;124;603,88;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79019;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;13/11/2025;DCN220110002;OC0055276;CS0001093;Ativo;01/07/2026;VIESAD;123;450,18;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79019;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;13/11/2025;DCN210690902;OC0055276;CS0001093;Ativo;01/07/2026;VIESAD;15;87,9;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
4737;VIES;070075679;ASSEMET ASS SEG DO TRAB LTDA;13/11/2025;DCSR00040101;OC0055448;CS0000943;Concluído;31/03/2050;VIESAD;1;120;30 DIAS;RECURSOS HUMANOS;SERVIÇOS MEDICOS ;ADMINISTRATIVO;A
39210;VIES;090010020;ENGEMAN ENTERP. ASSET MAN.LTDA;13/11/2025;DCSR00010701;OC0055327;CS0000944;Ativo;30/06/2026;VIESAD;793,23;793,23;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;Indef
187367;VIES;090095213;SINTEL TECN. E INFORMACAO S.A.;13/11/2025;DCSR00010710;OC0055272;CS0000926;Ativo;18/11/2026;VIESAD;16275,21;16275,21;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
41802;VIES;070075890;LABORTECHNIC TEC.LTDA - EPP;13/11/2025;DCSR00170901;OC0055465;CS0000824;Ativo;18/06/2026;VIESFB;1;190;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;B
19417;VIES;090000133;EXTELLPP EQUIP.E EXTINT.LTDA;13/11/2025;DCSR00140102;OC0055463;CS0000662;Ativo;31/03/2050;VIESFB;1;1000;15 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
79019;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;13/11/2025;DCN210690914;OC0055276;CS0001093;Ativo;01/07/2026;VIESAD;25;948,25;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
111295;VIES;090002958;OPEN TEXT TECNOLOGIA DA INFORMAÇÃO;13/11/2025;DCSR00010303;OC0055321;CS0000910;Ativo;31/03/2050;VIESAD;68,51;68,51;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
611;VIES;070001594;N & N CONSTRUCOES LTDA;13/11/2025;DCSR00070203;OC0055402;CS0000758;Ativo;11/11/2026;VIESFB;1;15364;30 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;C
7182;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;13/11/2025;DCN999990374;OC0055481;CS0000696;Ativo;30/06/2026;333ADM;1;470,53;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
372;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;13/11/2025;DCN271110002;OC0055431;CS0000866;Ativo;11/07/2026;SRSFAB;945;945,19;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
3988;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;13/11/2025;DCN271110002;OC0055432;CS0000866;Ativo;11/07/2026;SRSFAB;1306;1305,78;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
1780;SRS;090099910;GARCIA MONACO CONS E PLAN LTDA;13/11/2025;DCSR00070109;OC0055485;CS0000862;Ativo;31/03/2050;SRSFAB;2255;2255;15 DIAS;QSMA;SERVIÇOS JURIDICOS;INDUSTRIAL SRS;B
101659;SRS;090010296;ABC 71 SOLUCOES EM INFOR. LTDA;13/11/2025;DCSR00010517;OC0055319;CS0000984;Ativo;31/03/2050;SRSADM;1884,23;1884,23;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;Indef
132;OUROS;090004731;RN EXTINTORES LTDA.;13/11/2025;DCSR00140102;OC0055460;CS0000892;Ativo;31/03/2050;COFAB;640;640;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
7190;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;13/11/2025;DCSR99999907;OC0055481;CS0000696;Ativo;30/06/2026;333ADM;1;1072,12;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
117624;SRS;070076124;EQUINIX DO B. S. TEC.INF. LTDA;13/11/2025;DCSR99999917;OC0055347;CS0000981;Ativo;31/08/2026;SRSADM;1;4397,39;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
106929;SRS;090004663;DI2S DADOS,INTEG.INF.SOL.LTDA;13/11/2025;DCSR00010517;OC0055428;CS0000977;Ativo;31/03/2050;SRSADM;2152,31;2152,31;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
132;SRS;070091826;MANASSES DE SOUZA GOMES;11/11/2025;DCSR00260102;OC0055467;CS0001081;Ativo;21/11/2026;SRSFAB;1;915;10 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
164502;VIES;090073255;ATLAS COPCO BRASIL LTDA;11/11/2025;DCSR00140101;OC0055355;CS0000838;Ativo;31/01/2027;VIESFB;1;5140,39;30 DIAS;MANUFATURA VIES;MANUTENÇÃO MECÂNICA;INDUSTRIAL VIES;B
594652;VIES;070000748;ALSCO TOALHEIRO BRASIL LTDA;11/11/2025;DCSR99999901;OC0055353;CS0000731;Ativo;31/03/2050;VIESFB;1;573,72;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
391858;VIES;090003569;ELEVADORES OTIS LTDA;11/11/2025;DCSR00140104;OC0055352;CS0000735;Ativo;31/03/2050;VIESFB;1;643,59;15 DIAS;MANUFATURA VIES;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;C
2915;VIES;070090846;TENSAO ELETRICA MANU. E  INST. LTDA;11/11/2025;DCSR00140114;OC0055343;CS0001023;Ativo;31/12/2026;VIESFB;1;2300;30 DIAS;MANUFATURA VIES;MANUTENÇÃO ELÉTRICA;INDUSTRIAL VIES;B
12111;VIES;070076010;ADM AR CONDICIONADO LTDA EPP;11/11/2025;DCSR00140103;OC0055310;CS0000712;Ativo;31/03/2050;VIESFB;1;5271;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
3413;VIES;070076360;LADEIRA E WESSELY ENG.AUT.LTDA;11/11/2025;DCSR00070109;OC0055304;CS0001077;Concluído;31/10/2025;VIESFB;20748;20748;30 DIAS;RECURSOS HUMANOS;TERCEIROS ;ADMINISTRATIVO;B
42471;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;11/11/2025;DCSR00071203;OC0055116;CS0000894;Ativo;30/03/2027;SRSFAB;805,58;805,58;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
20738;VIES;070090685;VERZANI & SANDRINI S.A.;11/11/2025;DCSR00071001;OC0055349;CS0001042;Concluído;31/05/2025;VIESAD;5732,31;5732,31;21 DIAS;;;;
3822;VIES;070065603;TECMES E SERVICOS PRO INF LTDA;11/11/2025;DCSR00010701;OC0055337;CS0000687;Ativo;31/03/2050;VIESFB;476,36;476,36;30 DIAS;ENGENHARIA PRODUTO;SERVIÇOS PRESTADOS;ENGENHARIA  PRODUTO;B
12;SRS;090006491;ARQUIVO FACIL GESTAO DOC.LTDA.;10/11/2025;DCSR00170313;OC0054892;CS0000945;Ativo;16/07/2026;SRSADM;8097,63;8097,63;30 DIAS;CONTROLADORIA;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
14;VIES;070091884;VALMIR STOPA;10/11/2025;DCSR00170204;OC0055238;CS0001088;Ativo;22/02/2027;VIESFB;230,0526;21855;30 DIAS;ENGENHARIA INDUSTRIAL;TERCEIROS ;INDUSTRIAL VIES;B
213148;VIES;090004630;CTINET SOLUCOES EM CONEC E INF;10/11/2025;DCSR00010703;OC0055249;CS0000941;Ativo;18/06/2026;VIESAD;11315;11315;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
202525944;VIES;070075837;GS CONTROLE V. P. URBANAS LTDA;10/11/2025;DCSR00071306;OC0054452;CS0000686;Ativo;27/04/2027;VIESFB;1;390;30 DIAS;QSMA;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;B
1464918;OUROS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;10/11/2025;DCSR00100201;OC0055032;CS0001119;Ativo;17/10/2027;COADM;1;2200;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
459;OUROS;070001516;WAY TELECOMUNICACOES EIRELI;10/11/2025;DCSR99999905;OC0055229;CS0000976;Ativo;31/03/2050;COADM;799;799;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
164603;OUROS;090073255;ATLAS COPCO BRASIL LTDA;10/11/2025;DCSR00140101;OC0054711;CS0000882;Ativo;20/09/2026;COFAB;5127,52;5127,52;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
330;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN210111901;OC0055277;CS0000964;Ativo;05/08/2026;SRSADM;32;152;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
387444;OUROS;090090060;CEMIG GERACAO E TRANSMISSAO SA;07/11/2025;DCN999990000;OC0055257;CS0000938;Ativo;31/12/2027;VIESPD;1;68872,94;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
2025205;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;07/11/2025;DCSR00141305;OC0054590;CS0000868;Ativo;15/10/2026;COFAB;9469,71;9469,71;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
387322;SRS;090090060;CEMIG GERACAO E TRANSMISSAO SA;07/11/2025;DCN999990000;OC0055255;CS0000938;Ativo;31/12/2027;VIESPD;1;185107,61;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
329;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN000004088;OC0055278;CS0000964;Ativo;05/08/2026;SRSADM;18;277,56;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
329;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN000004090;OC0055278;CS0000964;Ativo;05/08/2026;SRSADM;12;143,76;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
330;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN000004060;OC0055277;CS0000964;Ativo;05/08/2026;SRSADM;309;2632,68;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
329;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN000004091;OC0055278;CS0000964;Ativo;05/08/2026;SRSADM;7;157,71;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
330;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN210690901;OC0055277;CS0000964;Ativo;05/08/2026;SRSADM;3879;47362,59;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
330;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN220110002;OC0055277;CS0000964;Ativo;05/08/2026;SRSADM;40;142;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
4;SRS;070091790;DTECH SOLUTIONS;07/11/2025;DCSR99999901;OC0050281;CS0001094;Ativo;20/06/2026;SRSFAB;1;7933;30 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;SUPPLY;C
329;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN000004089;OC0055278;CS0000964;Ativo;05/08/2026;SRSADM;8;95,84;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
5;SRS;070091790;DTECH SOLUTIONS;07/11/2025;DCSR99999901;OC0050281;CS0001094;Ativo;20/06/2026;SRSFAB;1;7933;30 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;SUPPLY;C
330;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;07/11/2025;DCN190520903;OC0055277;CS0000964;Ativo;05/08/2026;SRSADM;2793;11060,28;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
346;VIES;070091293;TGR PROJETOS LTDA;07/11/2025;DCSR00130510;OC0055237;CS0001043;Ativo;30/06/2026;VIESFB;1;8316,04;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
74;VIES;070091680;HASHTAG SERVICOS DE MANUTENCAO LTDA;07/11/2025;DCSR00170514;OC0055156;CS0001072;Ativo;31/12/2026;VIESFB;1;26571,32;30 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;B
387608;VIES;090090060;CEMIG GERACAO E TRANSMISSAO SA;07/11/2025;DCN999990000;OC0055258;CS0000938;Ativo;31/12/2027;VIESPD;1;170909,48;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
353;VIES;070091430;GMAR EQUIPAMENTOS E SERVICOS AMBIEN;07/11/2025;DCSR00140102;OC0055170;CS0001099;Ativo;01/04/2027;VIESFB;1;4027,7;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;B
1271;VIES;090008323;EROMOLD IND.COM.PLASTICOS LTDA;07/11/2025;DCSR00140507;OC0055171;CS0000842;Ativo;04/04/2027;VIESFB;1;1098,6;45 DIAS;MANUFATURA VIES;MANUTENÇÃO FERRAMENTAIS;INDUSTRIAL VIES;C
14658;VIES;090002205;ELETROPAULO METROP.ELET.SP S/A;07/11/2025;DCN999990374;OC0055271;CS0000933;Ativo;31/12/2027;VIESPD;1;122966,27;30 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
